pays;nom;Capitale;description;bons plans;prix de l'hébergement;coût de la vie;janvier;février;mars;avril;mai;juin;juillet;août;septembre;octobre;novembre;décembre;latitude;longitude;nb de jours conseillés
Grèce;Athènes;oui;;"> Se balader dans les quartiers de Monastiraki et de Plaka
> Assister à un spectacle Karaghiozis
> Se rendre au grand marché d'Athènes ou encore au marché aux puces de Monastiraki
> Passer une soirée dans une taverne et écouter les orchestres de danses traditionnelles";16;39;1;1;2;3;3;3;3;3;3;3;3;2;37.9715327;23.724527;
Grèce;Rhodes;;;;14;26;1;1;2;3;3;3;3;3;3;3;2;1;36.445076;28.224396;
Guatemala;Tikal;;;;7;14;3;3;3;3;2;0;0;0;0;2;3;3;17.2219675;-89.6232897;
Hongrie;Budapest;oui;"Situé au cœur de l’Europe centrale, Budapest déploie sa splendeur sur les rives du Danube. Surnommé la ""Perle du Danube"", la ville est coupé en deux. D’un côté la colline de Buda, composé du château royal, de musées et de maison du XVIIIème siècle. De l’autre Pest, une vaste plaine où le centre économique et politique de la ville s’est développé.
Très prospère avant la seconde guerre mondiale, le nazisme puis le communisme ont appauvrie la ville. Peu à peu Budapest s’est relevée jusqu’à retrouver son lustre d’antan. A l’image de son parlement démesurément grand (le plus grand d’Europe), Budapest garde les traces de son passé fastueux.
Prenez le temps d’aller vous baigner aux bains Gellert ou Szechenyi, allez visiter la grande synagogue et son mémorial sur le ghetto de Budapest, flânez sur la colline de Buda et dans les nombreux parcs de la ville. Budapest est une capitale bouillonnante, jeune et pleine de vie. 3 jours ne seront pas de trop pour visiter la ""Perle du Danube"".
";"> Ecouter de la musique gratuitement dans un des nombreux bars et romkert du quartier juif 
> Parcourir le cimetière bucolique de Kerepesi.
> Participer au festival de Sziget, plus grande manifestation théâtrale et musicale d'Europe centrale.
> Se joindre à un free walking tour pour découvrir la ville (disponible en anglais ou espagnol).
> Se relaxer dans une des nombreuses sources thermales réputées depuis les Romains. ASTUCE: certains proposent des réductions avant 12h ou après 17h.
> Se rendre au Château, inscrit depuis 1987 au Patrimoine mondial de l'Humanité par l'UNESCO.
> Observer la ville depuis le Mont Gellért qui abrite la citadelle.
> Faire du canoë et se détendre au parc Városliget";9;19;0;0;1;1;3;3;3;3;3;1;1;0;47.5028546;19.057073;
Inde;New Delhi;oui;;"> Découvrir le monument qui a inspiré le Taj Mahal, le tombeau de Humayun. Constituté de grès rouge et marbre blanc, il est impressionant et classé à l'UNESCO (250 Rs).
> En apprendre plus sur l'action et la vie de Gandhi à la Gandhi Smirti, sa dernière demeure. Très beau jardin et musée intéractif (gratuit).
> S'immerger dans le Delhi authentique et bouillonant en se promenant dans le old Delhi.
> Se relaxer et s'informer auprès de l'office de Tourisme sur la place Connaught, constituée d'un grand parc et de boutiques.
> Visiter la plus grande Mosquée d'Inde, avec 2 minarets et plusieurs entrées. 
> Fureter au mausolée de Qutb Minar, dont le minaret est le 3eme plus haut au monde et les ruines de la mosquée sont à voir. Audiogiude inutil.

";7;11;1;1;3;1;0;0;1;2;2;3;3;1;28.6137755;77.2159452;
Indonésie;Jakarta;oui;;"> Visiter une des dernières fabriques traditionnelles de gong à Bogor.
> Balader dans le Taman Mini Indonesia Indah, un parc culturel où sont réunis 26 pavillons distincts représentant chacun une province avec son architecture, ses costumes, ses musiques et ses danses traditionnelles.
> S'essayer à l'art de faire son propre batik au musée du Textile (attention l'atelier ferme tôt).
> Voir un théâtre de marionnettes, érigé véritablement en art.
> Découvrir un côté plus pittoresque et historique de la ville en se promenant sur le Pelabuhan Sunda Kelapa (port). A visiter plutot de bonne heure.
> Se rendre au musée privé Museum Di Tengah Kebun, édifié dans la véranda d'un particulier.
";9;13;0;0;0;2;2;3;3;3;3;2;2;0;-6.1753871;106.8249641;
Indonésie;Bali;;;"> S'émerveiller devant le temple d'Uluwatu, perché au sommet d'une falaise. Attention aux singes.
> S'initier au surf sur la plage de Kuta et y observer le coucher de soleil, un des plus beau au monde.
> Assister à une représentation de danse Kecak, traditionnelle de Bali.
> En apprendre plus sur la production et la torrefaction du café au Bali Pulino Agro tourism.
> Déguster un Babi Guling, plat typique de Bali.
> Partir dès l'aube observer les dauphins à partir de Lovina Beach.
> Monter de nuit le Mont Batur pour profiter d'un magnifique levé de soleil.
> Enfourcher un scooter pour découvrir la ville culturelle d'Ubud ainsi que ses alentours, notamment les rizière de Payagan.";9;14;0;0;0;2;2;3;3;3;3;2;2;0;-8.506665;115.261912;
Indonésie;Nusa Penida et Nusa Lembongan;;"Nusa Penida ainsi que sa petite sœur Nusa Lembongan sont deux îles situées à quelques encablures au sud de Bali. Pour s'y rendre le meilleur moyen est d'utiliser les fast boat qui font des liaisons quotidiennes avec Bali. Au départ de Padengbai, il existe aussi un ferry qui permet de se rendre à Nusa Penida une fois par jour.
La petite île de Nusa Lembongan est beaucoup plus touristique. Les Balinais aiment s'y rendre pour la journée afin d'y profiter des plages de sable fin. Beaucoup plus calme et moins touristique, Nusa Penida est également plus grande. Ses magnifiques falaises où viennent s'écraser les vagues de l'océan Indien abritent une petite quinzaine de spots de plongés et de snorkeling. C'est l'endroit parfait pour nager avec des raies Manta le matin, se baigner dans des criques peu fréquentées l'après-midi et admirer le coucher de soleil depuis la plage de Cristal Bay le soir.Un véritable paradis sur Terre !";"> Faire du snorkeling avec les raies Manta à Manta Bay ou à Manta Point
> Partir en randonnée pour admirer les tortues et les raies Manta depuis le haut des falaises de Nusa Penida
> Boire une noix de coco sur une des nombreuses plages de sable fin
> Partir en snorkeling depuis les plages pour admirer les coraux
> Aller voir la culture des algues
> Visiter le temple Goa Giri Putri, construit dans une grotte à l'est de Nusa Penida
> Se faire inviter à une partie de Volley Ball avec des ados
> Admirer le coucher de soleil depuis la plage de Cristal Bay";10;14;0;0;0;2;2;3;3;3;3;2;2;0;-8.677849;115.447438;
Indonésie;Ile de Sumbawa;;"Située entre les îles de Flores à l’est et Lombok à l’ouest, l’île de Sumbawa est souvent juste un lieu de passage pour les backpackers allant d’une île à l’autre ou pour les surfeurs attirés par les spots de surfs et les plages très peu fréquentées.
Sumbawa possède des fonds marins magnifiques, des plages paradisiaques à explorer, de belles randonnées sur le volcan Tambora, et des paysages ruraux préservés du flot des touristes. Les infrastructures touristiques sont presque inexistantes et l’alcool est parfois difficile à trouver. Cependant l’île de Sumbawa est un lieu parfait pour tous ceux qui cherchent une expérience authentique, bien loin des célèbres îles de Bali ou Lombok.
Des bus publics permettent de traverser l’île d’ouest en est en 2 ou 3 jours. Il est aussi possible de louer un scooter pour rester plus de temps et sortir des sentiers battus ; mais peut-on vraiment parler de sentiers battus à Sumbawa ?";"> Plonger sur les fonds sous-marins du parc national marin de Moyo, à 3km au large de Sumbawa. Vous y verrez des poissons, des coraux, des raies, des requins à pointe blanche et si vous êtes chanceux des tortues !
> Grimper au sommet du volcan Tambora à plus de 2800m de haut pour admirer son cratère de 3km de long.
> Se balader sur les superbes plages de Maluk, Jelenga ou Sekongkang dans l’ouest de l’île ou le spot de Hu'u dans l’est. Ce sont aussi des spots de surf d’envergure mondial.
> Visitez les ruines du palais de Loka Dalam (Palais du Sultan) à Sumbawa Besar.
> ASTUCE : Il y a très peu de distributeurs de billets sur l’île, pensez à retirer avant.";6;10;2;2;3;3;3;3;3;3;3;3;3;2;-8.473788;117.394612;
Indonésie;Lombok;;;> Faire l'ascension du volcan Rinjani : 3 jours, 2 nuits et 40 km;9;11;2;2;2;2;2;3;3;3;3;2;1;1;-8.890917;116.276985;
Indonésie;Yogyakarta;;;> Visiter les temples de Prambanan et Borobudur;7;12;0;0;0;2;2;3;3;3;3;2;2;0;-7.793509;110.36579;
Irlande;Dublin;oui;;"> Visiter la Guiness Storehouse pour déguster la fameuse bière et en découvrir les secrets de fabrication.
> Flâner dans le campus du Trinity Collège et en profiter pour aller voir le précieux Book of Kells.
> Découvrir le Dublin authentique en arpentant le quartier des liberties.";15;52;2;2;2;2;2;2;3;3;2;2;2;2;53.3484209;-6.2784541;
Islande;Reykjavik;oui;;"> S'armer de votre meilleur appareil photo pour aller chasser les aurores boréales (meilleure période: Octobre - Mars).
> Se prélasser de nuit dans les eaux sulfureuses et turquoises des piscines naturelles du Blue Lagoon.
> Faire une ballade le long de la mer et admirer la sculture Solar Suncraft qui évoque un drakkar viking.
> Réchauffer vous lors d'un ""Rùntur "" (tournée des bars nocturnes) le weekend
> Parcourir les 300km de la route du Cercle d'Or qui commence et termine à Reykjavic.
> Pour les aventuriers, goûter des spécialités locales telles que le Hakarl (requin faisandé).
> Déjeuner ou diner au restaurant local ""  "". Le propriétaire est un pécheur qui cuisine ici sa pêche du jour. La soupe d'écrevisse est à tomber (7€)!";24;50;0;0;0;1;1;1;1;1;1;1;0;0;64.142562;-21.927849;
Israël;Jerusalem;oui;;;17;46;1;1;1;2;3;3;3;3;3;3;3;1;31.7767006;35.2336502;
Italie;Florence;;;"> Balader dans la campagne environnante, l'une des plus belles d'Italie
> Redécouvrir les oeuvres de Boticelli dans la Galerie des offices (penser à réserver).
> Flâner dans le marché couvert de San Lorenzo et profiter des excellent produits locaux";19;31;1;1;2;3;3;3;3;3;3;3;1;1;43.7732178;11.2552536;
Italie;Milan;;;;20;32;1;1;1;2;3;2;3;3;3;2;1;1;45.4683067;9.1844194;
Italie;Naples;;;"> Découvrir les moeurs coquines des romains de l'antiquité en visitant le cabinet secret du musée d'archéologie.
> Profiter d'être dans la ville qui a vu naitre la pizza pour goûter une authentique pizza reine (aux couleurs de l'italie).
> Sortir de la ville et aller visiter Pompeï, ville antique figée depuis des siècles par l'éruption du Vésuve.";14;35;1;1;1;2;3;3;3;3;3;3;1;1;40.8493417;14.2543848;
Italie;Rome;oui;"Fondée selon la légende par deux orphelins élevés par une Louve, Rome cumule 2800 années d’histoire. Dirigeant l’Europe durant un millénaire pendant l’époque romaine, la capitale italienne a influencé le monde entier, et garde de nombreux vestiges de cette époque fastueuse. 
Malgré son ambiance « Dolce Vità », la capitale de l’Italie est un concentré d’activités. Que vous soyez fan de gastronomie, d’histoire, d’architecture, de mode ou autre, vous y trouverez forcément votre bonheur. Du Colisée au Vatican, du musée de la pâte aux magasins de créateurs, des jardins Borghese à la chapelle Sixtine… les atouts de Rome sont nombreux. La ville ne se repose pas uniquement sur son passé glorieux mais a su aussi développé son côté moderne et dynamique. Il suffit de se promener le soir du côté de  San Lorenzo pour s’en persuader.
Préparez de bonnes chaussures, armez-vous de votre meilleur appareil photo, et vous serez prêt à découvrir l’histoire de la ville aux sept collines.";"> Observer la vie romaine sur la Piazza Navona tout en dégustant une glace ""alla straciatella"". Vous pouvez aussi y voir la splendide Fontaine des Quatres fleuves sculptée par Bernini (les fans du livre '""Anges et Démons"" y reconnaitront le lieu où le cardinal Boggia a failli être assassiné).
> S'imaginer à l'époque romaine, assistant à des combats de gladiateurs et des reconstitutions de batailles historiques en visitant le Colisée. L'audioguide est fortement conseillé pour toutes les informations qu'il apporte.
> Se sentir tout petit au pied de la statue de l'empereur Constantin au musée du capitole.
> Jeter une pièce dans la Fontaine de Trevi (en lui tournant le dos) pour être certain d'y revenir un jour.
> Se promener dans les jardins de la villa Borghese et y  admirer quelques monuments comme le temple d'Esculape ou la villa Medicis.
> Vérifier votre honneteté en mettant votre main dans ""la bocca della Verità""
> Aller visiter le Vatican à midi pour faire moins de queue.
> Sortir de Rome pour visiter les thermes de Caracalla, vestiges très bien conservés de thermes romains.
> ASTUCE: la vaste majorité des églises et cathédrales sont totalements libres d'accès. N'hésitez pas à y entrer, nombre d'entre elles recèlent de véritables oeuvres d'art que beaucoup de musées leur envient (des oeuvres de Michel-Ange, du Caravage, du Bernin...).";16;26;1;1;1;2;3;3;3;3;3;3;1;1;41.9022329;12.4566503;
Italie;Venise;;;"
> Visiter la Fenice, l'opera de Venise, un des temples les plus prestigieux de l'opera Italien.
> Assister au Carnaval pour voir les magnifiques costumes
> Se perdre dans la multitudes de ses petites ruelles.
> Découvrir l'art du verre sur l'île de Murano.
> Goûter à l'authentique café italien sur la place Saint Marc.
> Faire une balade en gondole (ne pas hésiter à négocier)";18;55;1;1;1;2;3;3;3;3;3;3;1;1;45.4341705;12.3383349;
Japon;Himeji;;"Située à moins d'une heure de train d'Osaka, la petite ville d'Himeji (500 millions d'habitants tout de même) est célèbre grâce à son château. C'est le mieux conservé et le plus connu du Japon.
Avec ses tuiles blanches, le château d'Himeji est le seul qui n'a jamais brulé, n'a jamais été attaqué et n'a jamais été gravement endommagé depuis sa construction en 1609. Laissé à l'abandon pendant des décennies, il a réouvert au public en 2015, après de longues années de restaurations. C'est sans conteste le plus beau château féodal du Japon, pas étonnant donc qu'il soit également le plus visité ! 
Deux autres sites d'exceptions permettent de compléter votre journée de visite sur place : les jardins Koko-en et le mont Shosha.";"> Visiter le château aux tuiles blanches d'Himeji, le plus beau du Japon.
> Flâner dans un (ou plusieurs) des 9 parties du jardin Koko-en.
> Prendre le téléphérique pour monter en haut du mont Shosha et visiter le complexe de plusieurs temples.
> ASTUCE : des volontaires proposent des visites guidées gratuites du château en anglais.";25;22;1;1;1;2;3;2;2;1;2;3;2;2;34.839449;134.6939047;
Japon;Kanazawa;;"Kanazawa (littéralement ""Marécage de l'or"") a été pendant longtemps sous l'égide de la puissante famille Maeda. Ce sont eux qui ont construit le château en 1583 et ont créé le magnifique jardin Kenruku-en. Malgré la fin de la période féodale, la ville a su gardé son caractère médiéval. Cette caractéristique est son principal attrait et transporte le visiteur dans la période d'Edo.
Les trois attractions principales de Kanazawa sont le musée d'Art Contemporain, le jardin Kenroku-en (le 3ème plus beau du Japon), et le château. L'atmosphère féodale de la ville se ressent encore dans les quartiers des samouraïs et celui des Geishas.";"> Se balader dans le jardin Kenroku-en, 3ème plus beau du Japon !
> Visiter le château de Kanazawa.
> Pénétrer gratuitement dans les maisons des samouraïs dans le quartier Nagamachi.
> Découvrir des crabes géants au marché Ômichô.
> Aller flâner dans le quartier des temples Tera-machi et dans le quartier des Geishas (Higashi Chaya-gai).
> Aller voir le musée d'Art Contemporain.
> ASTUCE : un loop bus fait le tour des principales attractions de la ville depuis la gare à moindre coût.";26;19;1;1;1;3;3;3;1;1;1;2;1;1;36.5621321;136.6604628;
Japon;Kyoto;;"Capitale du japon impérial du 9ème au 18ème siècle, Kyoto regorge d'attraits naturels et culturels tels que le fameux Pavillon d'Or, la forêt de bambou ou le palais impérial. C'est d'ailleurs grâce à cela qu'elle évita d'être la cible d'un bombardement atomique lors de la seconde guerre mondiale. Tout espoir de réconciliation ultérieure entre les USA et le Japon aurait été vain après de telles pertes historiques.
Au contraire de Tokyo, ville moderne et bouillonnante d'activités, Kyoto a su garder un charme désuet et son côté traditionnel. Entre ses 3000 temples bouddhistes, ses 600 sanctuaires shintoistes, ses jardins parmi les plus beaux au monde, ses excellentes tables... le temps viendra à vous manquer pour tout découvrir.
Si vous y allez en juillet, ne loupez pas le Gion Matsuri, plus gros festivals du Japon. Ce sera aussi votre meilleure chance d'apercevoir les discrètes maikos et geishas. ";"> Visiter un (ou plusieurs) des 3000 temples et 600 sanctuaires que compte la ville. Mention particulière pour le Pavilon d'Or, emblématique de la ville.
> Flâner dans le quartier traditionnel des geishas, Gion, d'en l'espoir d'en aperçevoir une entrer discrètement dans une des batisses en bois.
> Musarder sur le marché Nishiki, de loin le meilleur pour découvrir les spécialités culinaires locales.
> Gagner en zenitude dans un des jardins japonais des villas impériales.
> Passer sous les 1000 toris rouges du sanctuaire Fushimi Inari
> Balader dans les rues Sannenzaka & Ishibe Koji, qui vous donneront l'impression d'être dans un décor de lépoque d'Edo.
> Se perdre dans la forêt de bambou d'Arashiyama, près de Kyoto.";24;27;1;1;1;2;3;2;2;1;2;3;2;2;35.0394403;135.7285618;
Japon;Nagasaki;;;"> Se recueillir au musée de la bombe nucléaire.
> Balader dans le parc de la paix.
> Aller au Glover garden profiter de la vue sur le port de Nagasaki.";23;;1;1;1;2;2;0;0;2;0;2;1;1;32.7754761;129.8621213;
Japon;Tokyo;oui;;"> Assister au spectacle (gratuit) et étonnant de dizaines de personnes en cosplay le dimanche dans le quartier de Harajuku.
> Déambuler sur le plus grand marché au poisson du monde, Tsukiji, de préférence tôt le matin.
> Faire un voeu au temple Senso-ji
> S'immerger dans la culture nippone en allant dans un super sento (lieux de relaxation avec bains chaud (nu, thé, massage, chambre de relaxation...)
> Faire son geek dans le quartier de l'électronique, des jeux vidéos et d'informatique, Akhihabara.
> Balader le soir dans le quartier de Shibuya et profiter de l'animation.
> Prendre de la hauteur en montant au sommet de la Tour de Tokyo pour profiter de la vue sur la ville.";20;35;0;0;1;1;2;2;2;2;0;0;1;1;35.7100919;139.8103962;
Jordanie;Amman;oui;;;8;25;2;2;3;3;3;3;3;3;3;3;3;2;31.9540165;35.932637;
Jordanie;Petra;;;;15;17;2;2;3;3;3;3;3;3;3;3;3;2;30.3290802;35.4441124;
Kenya;Nairobi;oui;;"> Approcher de près des giraffes et en apprendre plus sur elles au Giraffe Center.
> Visiter l'atelier de perles Kazuri, entièrement faites mains et revendues dans des boutiques de luxe.
> Observer les animaux sauvages dans le park national de Nairobi.
> ASTUCE: Préférer les matatus (minivan locaux) aux taxis. Il vous en reviendra facilement 10 fois moins cher et les arrêts sont à la demande (taper sur l'épaule du chauffeur).
";13;14;3;3;2;0;2;3;3;3;3;3;3;3;-1.3666613;36.8311446;
Laos;4000 îles;;"Située à l'extrême sud du Laos, à la frontière avec le Cambodge, la région des 4000 îles est un havre de paix. Impossible de savoir si il y a vraiment 4000 îles, mais ce qui est sûr c'est que le Mekong fait 10km de large à cet endroit !
Les îles de Don Khong, Don Det et Don Khone sont les 3 îles les plus fréquentées. Bon nombre de guesthouses et restaurants s'y trouvent. C'est l'endroit idéal pour se reposer, profiter des paysages magnifiques, de l'atmosphère détendue et hors du temps. Depuis ces îles, il est possible d'observer les dauphins d'eau douce Irrawadi, une espèce menacée.";"> Apprendre une partie de l'histoire de l'île grâce à la vieille locomotive française à côté du pont sur Don Khon.
> Louer un vélo pour aller se balader à l'intérieur des îles.
> Aller voir les chutes d'eau Li Phi qui sont d'une incroyable force.
> Admirer le coucher de soleil depuis le pont français.
> Partir à la recherche des dauphins d'Irrawaddy, les derniers du Mekong.";4;7;3;3;3;0;0;0;1;0;0;2;3;3;13.964716;105.924536;2
Laos;Boucle de Thakhek;;"La boucle de Thakhek est un road trip en scooter de 3 ou 4 jours qui (comme son nom l'indique) part de Thakhek. Si la ville de Thakhek n'a pas un grand intérêt, c'est le parfait endroit pour louer un scooter, glaner des informations et rencontrer vos futurs compagnons de route.
Le loop fait 500km de long. Tout au long du parcours il y a de nombreuses caves à visiter (il est même possible de s'y baigner pour certaines) et des paysages splendides à perte de vue. Entre formations karstiques, lac artificiel et plaines gigantesques, armez vous de votre meilleur appareil photo pour ce road trip.";"> Visiter la grotte de Kong Lor, 7km de long parcouru en barque à la lumière des frontales.
> Se baigner dans la grotte de Tham Pha Inh.
> Admirer le lever de soleil sur un lac artificiel parsemé d'arbres morts causé par un barrage, au village de Thalang.
> Slalomer entre les poules, les chèvres et les vaches qui peuvent surgir à tout moment devant votre scooter.
> Aller se baigner au Cool String et au Blue Lagon.";6;13;3;3;3;2;1;0;0;0;2;3;3;3;17.403804;104.83479;4
Laos;Luang Prabang;;"Difficile de résister au charme de Luang Prabang ! Avec ses immeubles de style coloniaux, cette ville (qui ressemble plutôt à un gros village) est l'une des plus importante du Laos et l'une des plus jolies d'Asie. Ancienne capitale du pays, Luang Prabang est connue pour abriter de nombreux temples bouddhistes. Tous les matins, à l'aube, près d'une centaine de moines marchent à travers la ville pour récolter l'aumône auprès des habitants. Cette procession attire chaque jours de nombreux touristes.
A quelques kilomètres de la ville se trouvent les cascades de Kuang Si et Tad Sae, deux magnifiques chute d'eau à l'eau turquoise où il est possible de se baigner (les amateurs de photo se régaleront). Luang Prabang attirent toujours de nombreux expatriés français, c'est le parfait endroit pour trouver du bon pain et d'excellents restaurants.";"> Se baigner dans les eaux turquoise des cascades de Tad Sae et Kuang Si.
> Visiter le palais royal, transformé en musée.
> Visiter les nombreux temples bouddhistes de la ville et ne surtout pas manquer le Vat Xieng Thong, qui est le plus beau du Laos.
> Se régaler de pains et de pâtisseries françaises.
> Admirer le coucher de soleil depuis le temple Wat Chom Si, situé sur une colline en plein centre de la ville.";6;16;3;3;2;2;1;1;0;0;1;2;3;3;19.8986086;102.1382389;2
Laos;Vientiane;oui;"Fondée en 1540, Vientiane a connu de nombreuses péripéties. Initialement capitale d'un état Khmer, elle connait successivement une invasion des birmans, l'indépendance en tant que Royaume de Vientiane, l'annexion par le royaume de Siam et le protectorat français. La ville reste ensuite de taille modeste jusqu'aux années 2000, début de sa réelle expansion
Cependant la capitale a choisi une croissance maitrisée lui permettant de conserver son charme nostalgique. Ici pas de gratte-ciels ni d’embouteillages. Vientiane se prête plus facilement à la détente. Le Mékong, les temples, les musées d’art seront vos lieux de méditation.
Le charme de la capitale ne se révèle pas en un jour mais laissez lui plus de temps et vous serez conquis par la gentillesse de la population ainsi que par la beauté calme de ses paysages. Pour les français, se sentir à la maison sera encore plus simple grâce à la présence de quelques boulangeries (Mon dieu une baguette !), l’architecture coloniale et … la pétanque.";"> Déambuler dans le marché de nuit sur les rives du Mekong pour découvrir l'artisanat local.
> Enfourcher un vélo pour découvrir les nombreux temples et les stuppas de la ville en prenant son temps.
> Se régaler d'un barbecue de poisson frais dans un restaurant le long du Mekong.
> Se promener dans le plus beau sanctuaire de Vientiane: Le Haw Pha Kaeo
> Vous accorder une pause détente entouré de verdure (1,5 euros le sauna, 5 euros 1h de massage) au Wat Sok Pa Luang.
> S'étonner devant la diversité des représentations Hindouistes et Bouddhistes de Bouddha au Bouddha Park (""jardin"" avec quelques 200 statues).";6;12;3;3;3;3;0;0;0;0;0;3;3;3;17.9580464;102.6169315;1
Malaisie;Kuala Lumpur;oui;;"> Bénéficier d'une magnifique vue sur les tours Petronas de nuits en sirotant un verre au Sky bar, au 33eme étage de l'hotel Trader.
> Se balader dans le Little India et y déguser une délicieuse cuisine indienne.
> Découvrir la faune et la flore du pays en visitant le KL bird parc et le hibiscus garden
> A 30 minutes du centre ville, visiter les Batu Caves, ensembles de caves aménagées en temples.
> Se régaler sur un des stands du Pasar Baru Bukit Bintang (ou Imbi market) et discuter avec les marchands pour en apprendre plus sur la vie des malais.";6;16;2;0;0;0;0;2;3;2;0;0;0;0;3.1453099;101.6815901;3
Maroc;Fes;;;;9;18;1;2;2;3;3;3;2;1;3;3;3;2;34.0292396;-5.0224494;
Maroc;Marrakech;;;;7;18;1;1;1;3;3;3;0;0;3;3;1;1;31.6172084;-7.9917199;
Mexique;Cancun;;;"> Compléter vos connaissances sur la culture maya avec une excursion à Tulumn ou Chichen Itza.
> En prendre plein les yeux en plongeant dans les eaux cristallines du parc de Kel Ha, dont la diversité des animaux est  fantastique.
> Se baigner dans le cenote de Gran Conoto ou Sac Aktum avec tortues, chauves souris... et moins touristique que celui de Ik-Kil.
> Découvrez l'histoire et la manière de déguster unn Tequila au Musée sensoriel Tequila Herradura.
> Profitez une journée de la beauté et du calme (relatif) de l'Isla Muejeres.
> Apprenez la vraie cuisine mexicaine avec le cours de cuisine de Can Cook Cancun.
";11;19;3;3;3;3;2;2;2;2;2;2;3;3;21.1452425;-86.842383;
Mongolie;Oulan Bator;oui;;;8;14;0;0;0;0;0;1;3;1;1;0;0;0;47.9148841;106.9177042;
Népal;Katmandou;oui;"Située dans les contreforts de l’Himalaya, Katmandou est la capitale du Népal. D’après l’histoire locale elle a été bâtie il y a plus de 2000 ans. Au fil des différentes dynasties (Malla, Sha …), la vallée s’est enrichie de splendides monuments. Dans les années 1960, Katmandou devient une destination prisée des Hippies et voit se développer de nombreuses infrastructures touristiques.
La vallée de Katmandou est très riche culturellement. Elle réunit en son sein 7 sites classés au patrimoine mondial de l'UNESCO : 2 tombeaux hindous, 2 importantes Stûpas bouddhistes et 3 anciennes capitales royales. La vie quotidienne aussi vaut le coup d’œil : les ateliers d’artisanat, les temples cachés ou encore les cours où sèche le piment.
Katmandou demeure un joyeux bazar, où l’agitation et les embouteillages n’ont d’égal que la patience et la gentillesse de sa population. Pour les sportifs, l'ascension de l'Himalaya reste un incontournable. Mais même sans cela, nous vous conseillons d’y accorder une semaine, pour découvrir le charme de la ville aux détours de ses ruelles.
";"> Faire le trek du sanctuaire des Annapurnas, accessible au plus grand nombre mais néanmoins magnifique. Compter entre 5 et 10 jours.
> Remonter le temps en visitant la petite ville de Bakhtapur à l'ambiance très médiévale. Ne pas manquer le temple Shiva - Parvati, assez érotique.
> Monter au sommet de la colline de Swayambu pour voir l'un des sites bouddhistes les plus sacrés : le temple aux singes. Splendide vue sur Katmandou.
> Déambuler dans Durbar Square, véritable coeur de Katmandou qui rassemble à elle seule plus de 50 monuments.
> Se reposer de l'agitation de Katmandou dans le calme jardin des rêves.
> Attention: Thamel est très souvent conseillé en tant que quartier animé et enivrant. Cependant beaucoup le ressente comme étant surtout un attrape touriste.";5;13;1;1;1;3;2;0;0;0;2;3;1;1;27.721414;85.3597323;
Nicaragua;Managua;oui;"Entourée de nombreux lacs et lagunes, Managua signifie ""entourée d'eau"" en langue nahuatl. D'abord habitée par des tributs indiennes, la ville passe sous domination espagnole lors de la colonisation de l'Amérique centrale au XVIe siècle. En 1857, suite à la destruction de Granada, Managua devient la capitale du pays. Elle connut alors une forte croissance. Située en zone sismique, la ville a souvent été le théâtre de tremblements de terre qui incitèrent de nombreux habitants à aller s'établir en banlieue.
Inutile d'aller au centre-ville, il n'a jamais été reconstruit après le tremblement de terre de 1972, dirigez-vous plutôt vers le lac. Vous y trouverez les ruines de l’ancienne cathédrale, la poste centrale, le palais national, le palais présidentiel et la place centrale où se trouve le Centre Culturel ainsi que la tombe de Carlos Fonseca Amador (le fondateur du Front Sandiniste de Libération Nationale).
Aujourd'hui, Managua juxtapose bidonvilles et bâtiments modernes. C'est une étape incontournable pour saisir les ambivalences du pays.";"> Visiter le parc ""Loma de Tiscapa"" pour avoir une vue panoramique sur Managua. Vous pouvez également y traversez la lagune suspendu à une tyrolienne.
> Aller visiter le ""Mercado Oriental"", un grand marché où l'on trouve de tout. Attention toutefois à ne rien emporter de valeur sur vous.";13;14;3;3;3;3;3;0;2;2;2;0;3;3;12.1256538;-86.2788069;
Norvège;Oslo;oui;;"> Monter sur le tremplin d'Holmenkollen pour profiter du panorama sur Oslo et son fjord.
> Se prélasser dans un sauna d'Oslo.
> Déguster un plat local dans un restaurant typique de la ville.
> Se promener dans Frognerparken 
> Assister à une représentation au théâtre de la ville.
> Se rendre à l'opéra.";28;50;0;0;0;1;1;2;3;3;1;1;0;0;59.9076747;10.7361291;
